recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,labels
easy and elegant pork tenderloin,0.3615384615384615,0.2,0.21666666666666667,0.2604166666666667,0.10714285714285714,0.08900000000000001,0.052000000000000005,0.5720000000000001,0.031746031746031744,0.0002,0.0,0.059,0.16666666666666666,0.6666666666666666,0.55,0.5,0.065,0.0,437,-1.3263273759999996,4.520644405812898,0.6838119072363786,3
easy baked tilapia,0.05538461538461538,0.1,0.15333333333333332,0.1475,0.142,0.024333333333333332,0.10800000000000001,0.496,0.0,0.3218,1.0166666666666666,0.081,0.05555555555555555,0.0,0.25,0.0,0.09,0.0175,172,1.5912020159999998,4.426037069695363,0.9550017807228641,0
easy caramelized onion pork chops,0.05384615384615385,0.05,0.0,0.2883333333333333,0.019714285714285715,0.013333333333333334,0.032,0.01,0.031746031746031744,0.037000000000000005,0.03333333333333333,0.027000000000000003,0.0,0.0,0.0,0.0,0.0175,0.015,47,-1.6945858933333335,4.217842724515996,0.9999975755897496,1
easy cheesy chicken i,0.30153846153846153,0.5,0.3366666666666667,0.4775,0.13685714285714284,0.044333333333333336,0.02,0.654,0.06349206349206349,0.1636,0.03333333333333333,0.128,0.1111111111111111,0.0,1.0,0.5,0.1075,0.03,364,-4.277072568,4.684614574573393,0.5381378264012927,3
easy cheesy tortellini bake,0.6123076923076922,0.85,0.3233333333333333,0.7625,0.16285714285714287,0.2083333333333333,0.276,0.5920000000000001,0.4761904761904762,1.2666,0.08333333333333333,0.43,0.1111111111111111,0.0,0.4,0.0,0.18,0.225,711,-11.835461707999999,4.324761988631617,0.9991507615185354,2
easy chicken rice casserole,0.1646153846153846,0.2,0.2733333333333333,0.3795833333333333,0.124,0.22333333333333333,0.024,0.6859999999999999,0.15873015873015872,0.0792,0.0,0.13,0.2777777777777778,0.0,1.1,0.5,0.155,0.305,517,-2.0737165626666663,4.385904946318177,0.9389536825219805,3
easy french dip sandwiches,0.3476923076923077,0.6,0.3133333333333333,0.9625,0.1702857142857143,0.135,0.08,0.892,0.09523809523809523,0.0998,0.0,0.546,0.2777777777777778,0.0,0.35,0.0,0.14,0.0675,548,-7.481104790666666,4.3701100068833965,0.8186321367522185,2
easy french toast casserole,0.26153846153846155,0.45,0.5833333333333334,0.14666666666666667,0.06342857142857143,0.16033333333333333,0.027999999999999997,0.204,1.0158730158730158,0.1306,0.0,0.133,0.1111111111111111,0.0,0.15,0.0,0.055,0.1575,382,-6.5275321946666685,4.535850531933645,0.8590501718724272,1
easy garlic broiled chicken,0.3861538461538462,0.6,0.33,0.25625,0.05542857142857143,0.007666666666666665,0.012,0.336,0.0,0.1234,0.03333333333333333,0.027000000000000003,0.05555555555555555,0.0,0.35,0.0,0.05,0.0175,303,-5.6563036586666655,4.295431022266732,0.9993423401176549,0
easy garlic chicken,0.25384615384615383,0.45,0.43,0.2454166666666667,0.16057142857142856,0.13466666666666666,0.1,0.94,0.09523809523809523,0.0782,0.05,0.129,0.2222222222222222,0.6666666666666666,1.6,0.5,0.18,0.1625,509,-1.3526023493333337,4.264743594372112,0.823177733617141,3
easy ham and cheese appetizer sandwiches,0.4184615384615384,0.7,0.21,0.31166666666666665,0.05342857142857143,0.10466666666666666,0.084,0.242,0.031746031746031744,0.1144,0.13333333333333333,0.201,0.1111111111111111,0.0,0.25,0.0,0.0725,0.145,416,-8.172238572000001,4.221210160209649,0.7004830123307334,3
easy keto korean beef with cauli rice,0.2938461538461539,0.35,0.22666666666666666,0.4091666666666667,0.13285714285714287,0.029666666666666668,0.07200000000000001,0.44799999999999995,0.15873015873015872,0.0074,0.4166666666666667,0.054000000000000006,0.16666666666666666,0.0,0.45,0.0,0.1025,0.105,297,-3.5704710786666665,3.4007410315109645,0.7507367504534201,3
easy lasagna i,0.4661538461538461,0.7,0.4733333333333333,0.44083333333333335,0.22371428571428573,0.2083333333333333,0.204,0.884,0.3809523809523809,0.2054,0.05,0.526,0.2222222222222222,0.0,0.85,0.0,0.2075,0.395,702,-6.507172985333332,4.392943991858534,0.9722938607676714,2
easy lasagna ii,0.2569230769230769,0.4,0.2966666666666667,0.3625,0.13228571428571428,0.08800000000000001,0.10400000000000001,0.588,0.25396825396825395,0.1334,0.03333333333333333,0.332,0.1111111111111111,0.0,0.5,0.0,0.1075,0.16,377,-3.340538292000001,4.4001786118287045,0.846449559747519,3
easy meatloaf,0.38,0.5,0.32666666666666666,0.13958333333333334,0.098,0.061666666666666675,0.04,0.364,0.25396825396825395,0.0368,0.05,0.081,0.1111111111111111,0.0,0.45,0.0,0.0725,0.0725,372,-4.541726350666666,4.621101397163795,0.7591207431540697,3
easy mexican casserole,0.6723076923076924,1.15,0.39666666666666667,0.545,0.2642857142857143,0.10933333333333332,0.248,0.634,0.19047619047619047,0.3092,0.13333333333333333,0.451,0.16666666666666666,0.0,0.4,0.0,0.1625,0.085,632,-12.018722129333332,4.253698202064707,0.999045254141357,2
easy salmon,0.18769230769230769,0.1,0.22,0.24875,0.12828571428571428,0.008333333333333333,0.004,0.45399999999999996,0.06349206349206349,0.0114,0.11666666666666667,0.015,0.0,0.0,0.65,0.5,0.0825,0.08,217,0.10497990133333332,4.587604777122934,0.9976964599940249,0
easy salsa meatloaf,0.1861538461538461,0.3,0.28,0.17416666666666664,0.08171428571428571,0.03,0.036000000000000004,0.366,0.031746031746031744,0.051,0.016666666666666666,0.121,0.1111111111111111,0.0,0.3,0.0,0.065,0.0575,221,-1.8613932133333333,4.6054622250729205,0.8416495955768724,0
easy shake and bake chicken,0.5015384615384616,0.75,0.46,0.2458333333333333,0.08428571428571427,0.02733333333333333,0.02,0.638,0.0,0.1562,0.0,0.023,0.1111111111111111,0.0,0.5,0.0,0.0725,0.0675,460,-5.730583322666668,4.5735188835233656,0.6099717938705193,0
easy slow cooker chicken,0.2169230769230769,0.2,0.2766666666666667,0.6866666666666666,0.14685714285714285,0.17633333333333334,0.044000000000000004,0.6920000000000001,0.09523809523809523,0.0802,0.03333333333333333,0.07,0.2777777777777778,0.0,1.15,0.5,0.1375,0.29,487,-3.599294276000001,4.577426071335808,0.9061062680434555,3
easy slow cooker french dip,0.2784615384615385,0.35,0.32,0.27541666666666664,0.14400000000000002,0.06533333333333334,0.036000000000000004,0.782,0.031746031746031744,0.0158,0.0,0.058,0.2222222222222222,0.0,0.6,0.0,0.08,0.1275,413,-1.0385815373333331,4.471606996183722,0.5680049685175736,3
easy slow cooker meatballs,0.11076923076923076,0.1,0.12666666666666668,0.2095833333333333,0.13028571428571428,0.060666666666666674,0.11199999999999999,0.212,0.19047619047619047,0.1292,0.13333333333333333,0.046,0.1111111111111111,0.0,0.3,0.0,0.0725,0.05,179,-1.180702896,4.5131934136556735,0.3861754224788881,0
easy tilapia with wine and tomatoes,0.2015384615384616,0.4,0.24,0.06625,0.18085714285714288,0.014,0.024,0.474,0.06349206349206349,0.1744,0.13333333333333333,0.054000000000000006,0.05555555555555555,0.0,0.25,0.5,0.12,0.035,277,-1.289967538666668,4.266341293302641,0.9780433072563078,0
easy tuna casserole,0.4384615384615385,0.5,0.07666666666666666,0.2941666666666667,0.02657142857142857,0.12366666666666667,0.036000000000000004,0.23,0.031746031746031744,0.044,0.0,0.113,0.05555555555555555,0.0,0.25,0.0,0.0475,0.105,462,-6.6036355533333335,4.240617059487031,0.9805543081140664,0
easy turkey tetrazzini,0.30923076923076925,0.5,0.35,0.4508333333333333,0.10885714285714286,0.11166666666666666,0.08800000000000001,0.48,0.06349206349206349,0.1126,0.0,0.16399999999999998,0.16666666666666666,0.0,0.55,0.0,0.1175,0.2475,411,-5.737373187999999,4.355594164862685,0.9042649744705245,3
eggplant croquettes,0.22153846153846155,0.3,0.2866666666666667,0.3795833333333333,0.134,0.07866666666666668,0.256,0.248,0.15873015873015872,0.0878,0.08333333333333333,0.234,0.1111111111111111,0.0,0.25,0.0,0.1025,0.1775,266,-4.1896025639999985,4.508283005502333,0.9194415328428287,3
eileens meatloaf,0.3323076923076923,0.5,0.2533333333333333,0.25666666666666665,0.06428571428571428,0.044333333333333336,0.036000000000000004,0.28800000000000003,0.031746031746031744,0.0388,0.016666666666666666,0.11,0.1111111111111111,0.0,0.3,0.0,0.0525,0.0675,307,-5.145095277333333,4.3684734962385825,0.7524387511794077,0
emergency chicken,0.19846153846153847,0.3,0.6366666666666667,0.5004166666666666,0.19428571428571428,0.10833333333333334,0.024,1.3259999999999998,0.7301587301587301,0.0846,0.03333333333333333,0.051,0.16666666666666666,0.0,1.65,0.5,0.1675,0.0225,530,0.31864561866666624,4.480441177552449,0.9999398911123902,2
enchiladas suizas,0.8015384615384615,1.1,0.4533333333333333,0.40708333333333335,0.14342857142857146,0.141,0.204,0.57,0.06349206349206349,0.3464,1.25,0.453,0.16666666666666666,0.0,0.5,0.0,0.215,0.28,737,-11.901227732,4.292213188936532,0.9913664829779135,2
ericas delicious slow cooker beef roast,0.5569230769230771,0.65,0.4833333333333333,0.2708333333333333,0.2748571428571429,0.04033333333333333,0.07200000000000001,0.958,0.12698412698412698,1.1394,0.11666666666666667,0.048,0.3333333333333333,0.0,0.9,0.5,0.1525,0.1025,577,-3.4278902386666674,4.315441721814964,0.9601382066405211,2
fabulous beef tenderloin,0.5107692307692309,0.85,0.7333333333333333,0.8529166666666667,0.256,0.008,0.012,1.338,0.031746031746031744,0.0946,0.0,0.052000000000000005,0.2777777777777778,0.0,1.35,0.5,0.1725,0.07,591,-6.194183014666666,4.380656825492029,0.9999999999168594,2
fabulous wet burritos,0.6461538461538462,1.0,0.4066666666666667,0.9520833333333332,0.2948571428571429,0.30666666666666664,0.41600000000000004,0.878,0.31746031746031744,0.4948,0.95,0.521,0.5,0.6666666666666666,0.7,0.0,0.225,0.41,916,-13.278735724,4.461015985366127,0.9999999999824993,2
fabulous zucchini grinders,0.2323076923076923,0.35,0.11666666666666667,0.30375,0.1437142857142857,0.12433333333333332,0.136,0.33799999999999997,0.2222222222222222,0.17,0.45,0.45,0.16666666666666666,0.0,0.3,0.0,0.0975,0.2375,339,-4.0405546,4.46948484770754,0.8214202974928951,3
famous butter chicken,0.48,0.85,0.74,0.26625,0.09885714285714284,0.031000000000000007,0.016,0.632,0.031746031746031744,0.1712,0.016666666666666666,0.045,0.1111111111111111,0.0,1.0,0.5,0.0925,0.0425,448,-7.058233689333331,4.397386209544633,0.9134295943623222,2
famous pork chops,0.5553846153846154,0.95,0.8266666666666667,0.13958333333333334,0.07371428571428572,0.035333333333333335,0.0,0.39399999999999996,0.031746031746031744,0.179,0.0,0.037000000000000005,0.1111111111111111,0.0,0.3,0.0,0.035,0.05,444,-9.025046186666664,4.231368910585841,0.7572323863301087,2
fantastic lemon butter fillet,0.2492307692307693,0.5,0.3,0.42541666666666667,0.14800000000000002,0.010333333333333332,0.044000000000000004,0.41600000000000004,0.0,0.1058,0.26666666666666666,0.041,0.05555555555555555,0.0,0.3,0.0,0.1025,0.025,238,-4.809966904,4.583957200446148,0.9531938630077772,0
fast and easy tofu lo mein,0.3046153846153846,0.3,0.0,0.5554166666666667,0.12342857142857146,0.12866666666666668,0.156,0.342,0.15873015873015872,0.5038,0.31666666666666665,0.249,0.2777777777777778,0.0,0.2,0.0,0.2225,0.1175,383,-5.218410477333332,4.260353761088613,0.8193120824978094,1
fast and friendly meatballs,0.2076923076923077,0.15,0.3533333333333333,0.09083333333333334,0.07057142857142858,0.01533333333333333,0.012,0.37,0.0,0.0116,0.0,0.029,0.1111111111111111,0.0,0.35,0.0,0.055,0.045,218,-0.10658497466666626,4.646964007313902,0.9995969938192173,0
feta cheese and bacon stuffed breasts,0.5707692307692308,0.45,0.3333333333333333,0.22041666666666668,0.11057142857142856,0.010666666666666668,0.024,0.6759999999999999,0.031746031746031744,0.0448,0.06666666666666668,0.175,0.1111111111111111,0.0,1.05,0.5,0.11,0.0425,483,-2.7529940573333325,4.43585670999601,0.7742785771962453,0
feta cheese turkey burgers,0.3369230769230769,0.45,0.41,0.3333333333333333,0.08571428571428573,0.012,0.02,0.51,0.06349206349206349,0.0452,0.0,0.217,0.1111111111111111,0.0,0.45,0.5,0.0775,0.055,318,-3.7761581426666666,4.531748685873236,0.8641668036617435,0
feta chicken,0.12,0.25,0.3133333333333333,0.20041666666666666,0.09428571428571428,0.01533333333333333,0.008,0.64,0.031746031746031744,0.0308,0.03333333333333333,0.162,0.05555555555555555,0.0,1.0,0.5,0.1025,0.05,224,0.3749134293333329,4.1935263399598215,0.9974481975668128,0
fettuccine with sweet pepper cayenne sauce,0.21384615384615385,0.4,0.12333333333333335,0.16791666666666666,0.11828571428571427,0.231,0.16399999999999998,0.406,0.15873015873015872,0.7308,1.6333333333333333,0.258,0.16666666666666666,0.0,0.4,0.0,0.1475,0.4675,475,-4.026233237333332,4.465669171623378,0.8404716620393635,3
fettuccini carbonara,0.44,0.55,0.5533333333333333,0.3125,0.134,0.21600000000000005,0.128,0.52,0.15873015873015872,0.1724,0.08333333333333333,0.172,0.16666666666666666,0.0,0.5,0.0,0.1475,0.4525,614,-6.7255474453333335,4.387252510987216,0.759775596334842,3
filet mignon with rich balsamic glaze,0.4030769230769231,0.55,0.27,0.02666666666666667,0.11485714285714285,0.019,0.004,0.406,0.15873015873015872,0.0004,0.0,0.022,0.16666666666666666,0.0,0.35,0.0,0.065,0.0175,367,-3.630080751999999,4.389160946746041,0.996602748838093,0
fish fillets italiano,0.14461538461538462,0.05,0.13666666666666666,0.19125,0.13,0.02733333333333333,0.07200000000000001,0.424,0.12698412698412698,0.1142,0.3,0.037000000000000005,0.1111111111111111,0.0,0.3,0.0,0.0775,0.0325,230,0.8220396373333327,4.518824658534267,0.8236034640336634,0
fish in foil,0.1676923076923077,0.1,0.22333333333333333,0.7708333333333334,0.18942857142857145,0.025,0.12,0.486,0.0,0.0292,0.8,0.117,0.1111111111111111,0.0,0.55,0.5,0.1175,0.0525,213,-2.7388080626666675,4.272733106990602,0.47009257128098214,0
fish tacos,0.28923076923076924,0.15,0.18,0.16958333333333336,0.146,0.14333333333333334,0.196,0.34600000000000003,0.15873015873015872,0.0502,0.4166666666666667,0.145,0.1111111111111111,0.0,0.15,0.0,0.1225,0.1625,409,-1.8149937093333333,4.589326831050294,0.8089939788509365,3
foolproof rib roast,0.7107692307692308,0.95,0.4566666666666666,0.3666666666666665,0.154,0.002,0.004,0.74,0.0,0.0002,0.0,0.024,0.2222222222222222,0.0,0.6,0.0,0.085,0.025,576,-8.056898209333331,4.563642795723771,0.996517788598803,2
four cheese margherita pizza,0.39384615384615385,0.55,0.19333333333333333,0.4929166666666666,0.057142857142857134,0.18133333333333326,0.11199999999999999,0.578,0.15873015873015872,0.1764,0.13333333333333333,0.425,0.1111111111111111,0.0,0.2,0.0,0.055,0.0425,551,-6.568796131999997,4.3605662113055015,0.970910328956464,3
fra diavolo sauce with pasta,0.13692307692307693,0.05,0.17333333333333334,0.27291666666666664,0.12428571428571428,0.15433333333333332,0.12,0.374,0.12698412698412698,0.073,0.18333333333333326,0.066,0.16666666666666666,0.0,0.35,0.0,0.16,0.3125,335,-1.0767370733333337,4.336905992204098,0.7279866013250775,3
french dip sandwiches,0.22153846153846155,0.25,0.2533333333333333,0.48875,0.09314285714285714,0.09933333333333333,0.06,0.5920000000000001,0.06349206349206349,0.0022,0.0,0.035,0.2777777777777778,0.0,0.55,0.0,0.095,0.2125,372,-2.682426802666668,4.67469884804308,0.8391868312265105,3
fried chicken with creamy gravy,0.4461538461538462,0.35,0.4733333333333333,0.245,0.11571428571428573,0.06200000000000001,0.027999999999999997,0.81,0.06349206349206349,0.0766,0.0,0.084,0.16666666666666666,0.0,1.0,0.5,0.1075,0.115,507,-1.4530255080000007,4.2875088261151735,0.4233996310330222,3
fry bread tacos ii,0.5615384615384615,0.7,0.3433333333333333,0.9395833333333332,0.20742857142857146,0.25566666666666665,0.28800000000000003,0.8079999999999999,0.19047619047619047,0.1324,0.06666666666666668,0.49,0.3888888888888889,0.6666666666666666,0.8,0.0,0.19,0.51,808,-10.360230912000002,4.414619825141406,0.9999541316607693,2
garden veggie pizza squares,0.07384615384615384,0.15,0.05,0.06833333333333333,0.016285714285714285,0.02,0.027999999999999997,0.036000000000000004,0.031746031746031744,0.2232,0.15,0.018000000000000002,0.0,0.0,0.05,0.0,0.0075,0.015,75,-1.2327876159999998,4.585089362150303,0.9937907131007242,1
garlic alfredo tilapia,0.5384615384615384,0.7,0.2966666666666667,0.45375,0.1422857142857143,0.014666666666666668,0.008,0.526,0.06349206349206349,0.0756,0.03333333333333333,0.041,0.0,0.0,0.25,0.0,0.09,0.015,435,-7.146469961333332,4.398076874843113,0.6346375821031739,2
garlic cheddar chicken,0.38307692307692304,0.75,0.43,0.20333333333333334,0.07571428571428572,0.028,0.02,0.69,0.031746031746031744,0.1314,0.016666666666666666,0.28,0.1111111111111111,0.0,0.9,0.5,0.0925,0.05,400,-4.714429865333334,4.580283896654914,0.7517885794920055,0
garlic cheese chicken rollups,0.4015384615384616,0.5,0.46,0.4504166666666667,0.1337142857142857,0.08133333333333333,0.06,0.812,0.06349206349206349,0.0962,0.03333333333333333,0.21600000000000005,0.1111111111111111,0.0,1.1,0.5,0.1275,0.105,493,-3.908483356,4.3399438506298695,0.7131836286166673,3
garlic chicken,0.2584615384615385,0.15,0.2433333333333333,0.10875,0.08942857142857143,0.019,0.012,0.606,0.0,0.0094,0.03333333333333333,0.081,0.05555555555555555,0.0,0.95,0.5,0.0875,0.0125,300,1.161434661333334,4.681125468546783,0.9996808437455161,0
garlic chicken fried chicken,0.1753846153846154,0.15,0.38666666666666666,0.3895833333333333,0.10514285714285716,0.12433333333333332,0.084,0.6559999999999999,0.09523809523809523,0.0932,0.016666666666666666,0.091,0.2222222222222222,0.0,1.0,0.5,0.11,0.215,391,-1.0463377160000005,4.5030536047524885,0.9240478676704891,3
garlic chicken stir fry,0.1323076923076923,0.1,0.22333333333333333,0.5683333333333334,0.18971428571428567,0.10766666666666666,0.23600000000000002,0.634,0.3809523809523809,0.3512,1.2166666666666666,0.13,0.16666666666666666,0.0,0.95,0.5,0.15,0.19,337,-1.3383629226666671,4.155508881747694,0.49680707373601135,3
garlic chicken with orzo noodles,0.16307692307692306,0.1,0.12666666666666668,0.06833333333333333,0.092,0.13466666666666666,0.11599999999999999,0.446,0.031746031746031744,0.5044,0.15,0.07200000000000001,0.16666666666666666,0.0,0.65,0.0,0.1425,0.3575,351,0.4017317279999996,4.339058394682087,0.46618181892113203,0
garlic lemon double stuffed chicken,0.6876923076923077,1.3,0.6133333333333333,0.4370833333333333,0.11,0.06333333333333334,0.048,0.8079999999999999,0.09523809523809523,0.2828,0.05,0.4,0.16666666666666666,0.0,1.0,0.5,0.125,0.105,642,-11.670045663999998,4.396652540379857,0.9998417457043586,2
garlic prime rib,0.7384615384615385,0.95,0.37666666666666665,0.16458333333333333,0.11685714285714285,0.0033333333333333327,0.008,0.5920000000000001,0.0,0.0016,0.016666666666666666,0.023,0.16666666666666666,0.0,0.5,0.0,0.0675,0.025,562,-7.741707174666662,4.441017527440371,0.7852582205140421,2
garlic roasted chicken and potatoes,0.3276923076923077,0.4,0.4,0.06291666666666666,0.08971428571428572,0.11466666666666668,0.096,0.662,0.19047619047619047,0.0664,0.05,0.038,0.1111111111111111,0.0,0.65,0.0,0.075,0.02,463,-1.6525454986666666,4.4198635051217545,0.9256504669677925,3
garlic salmon,0.10307692307692308,0.05,0.16666666666666666,0.02,0.12571428571428572,0.006999999999999999,0.027999999999999997,0.49,0.0,0.0328,0.18333333333333326,0.054000000000000006,0.05555555555555555,0.0,0.55,0.5,0.085,0.03,169,2.600751669333333,4.430652835889824,0.9910755598423202,0
garlic shrimp linguine,0.07538461538461537,0.1,0.25666666666666665,0.0525,0.05885714285714287,0.141,0.08,0.35200000000000004,0.06349206349206349,0.0374,0.016666666666666666,0.046,0.16666666666666666,0.0,0.35,0.0,0.115,0.285,287,-0.0666304786666663,4.190089996359173,0.5702230675837455,0
general tao chicken,0.4123076923076923,0.25,0.4933333333333334,0.4395833333333333,0.10714285714285714,0.115,0.027999999999999997,0.7020000000000001,0.6031746031746031,0.0558,0.05,0.08199999999999999,0.1111111111111111,0.0,1.1,0.5,0.1025,0.085,522,-3.2549610706666674,4.256002528008899,0.5856558963662019,3
general tsaos chicken ii,0.5615384615384615,0.3,0.3366666666666667,0.4966666666666666,0.15142857142857144,0.183,0.032,0.486,0.5714285714285714,0.0266,0.13333333333333333,0.058,0.16666666666666666,0.0,0.45,0.0,0.065,0.035,634,-6.272730841333332,4.528022180016844,0.5563300466996575,3
german spaetzle dumplings,0.09230769230769233,0.15,0.2433333333333333,0.11208333333333333,0.021428571428571432,0.056,0.027999999999999997,0.094,0.031746031746031744,0.0648,0.03333333333333333,0.047,0.05555555555555555,0.0,0.1,0.0,0.0375,0.1225,141,-1.7637229906666667,4.526314851372375,0.572978493870466,0
ginger glazed mahi mahi,0.1076923076923077,0.05,0.4133333333333333,0.3458333333333333,0.21571428571428566,0.05333333333333334,0.008,0.648,0.4761904761904762,0.0612,0.0,0.034,0.1111111111111111,0.0,0.85,0.5,0.1425,0.0275,259,0.4582062773333327,4.547710578744602,0.4104202171210086,2
golden pork chops,0.5015384615384616,0.55,0.2633333333333333,0.31416666666666665,0.11971428571428573,0.029333333333333336,0.016,0.38799999999999996,0.06349206349206349,0.0098,0.03333333333333333,0.05,0.1111111111111111,0.6666666666666666,0.45,0.0,0.06,0.025,409,-5.828949924000001,4.261149651859151,0.5815350703651553,0
gourmet chicken pizza,0.2646153846153846,0.3,0.15666666666666668,0.23875,0.048285714285714286,0.06266666666666666,0.036000000000000004,0.34,0.09523809523809523,0.0932,0.06666666666666668,0.184,0.05555555555555555,0.0,0.35,0.0,0.045,0.025,302,-2.878842216,4.387916543564115,0.7085918000245961,0
gourmet mushroom risotto,0.25538461538461543,0.35,0.09666666666666666,0.47125,0.1977142857142857,0.18866666666666668,0.10800000000000001,0.226,0.12698412698412698,0.104,0.06666666666666668,0.07,0.1111111111111111,0.0,0.4,0.0,0.06,0.0925,431,-6.3826438533333345,4.373158602870611,0.8735093720562964,3
grandmas chicken chardon,0.17846153846153845,0.3,0.3666666666666665,0.13916666666666666,0.12714285714285714,0.043333333333333335,0.052000000000000005,0.606,0.06349206349206349,0.052000000000000005,0.05,0.101,0.1111111111111111,0.0,1.0,0.5,0.0925,0.075,281,-0.3715809266666665,4.236265647737581,0.6071958152050259,0
grecian pork tenderloin,0.4784615384615385,0.25,0.21666666666666667,0.34541666666666665,0.15285714285714286,0.03033333333333333,0.08800000000000001,0.486,0.031746031746031744,0.0686,0.3666666666666665,0.091,0.16666666666666666,0.6666666666666666,0.55,0.5,0.11,0.0475,404,-2.619177634666665,4.440698682856887,0.7339587549353367,3
greek chicken,0.4723076923076923,0.35,0.3233333333333333,0.03958333333333333,0.09114285714285714,0.011666666666666669,0.055999999999999994,0.622,0.0,0.029,0.3666666666666665,0.038,0.1111111111111111,0.0,0.5,0.0,0.075,0.0225,412,-0.7254573533333329,4.494087363031081,0.9967727805588669,0
greek penne and chicken,0.20307692307692307,0.35,0.3133333333333333,0.3441666666666667,0.1868571428571429,0.32066666666666666,0.284,0.94,0.19047619047619047,0.184,0.4,0.155,0.2777777777777778,0.0,1.3,0.5,0.245,0.0625,685,-2.275045086666668,4.254725681877371,0.9568140989262492,2
grilled asian chicken,0.11692307692307692,0.05,0.22333333333333333,0.4004166666666665,0.07285714285714286,0.035333333333333335,0.008,0.514,0.2857142857142857,0.0034,0.016666666666666666,0.018000000000000002,0.05555555555555555,0.0,0.8,0.5,0.0775,0.015,217,-0.1952128920000006,4.403203395920063,0.9576510768080427,0
grilled brown sugar pork chops,0.2107692307692308,0.15,0.12,0.07458333333333332,0.06657142857142857,0.07166666666666667,0.004,0.266,0.6349206349206349,0.0006,0.0,0.021,0.05555555555555555,0.0,0.3,0.0,0.0425,0.0025,262,-1.3870814613333335,4.220687200470418,0.7934929945445802,1
grilled cheese sandwich,0.43538461538461537,0.85,0.2533333333333333,0.26625,0.02371428571428572,0.08566666666666667,0.048,0.222,0.06349206349206349,0.1632,0.0,0.285,0.1111111111111111,0.0,0.2,0.0,0.05,0.1525,400,-9.298086982666664,4.3102386215130615,0.9713189988887087,0
grilled fish steaks,0.6723076923076924,0.3,0.20666666666666667,0.5245833333333333,0.2391428571428572,0.007333333333333334,0.024,0.726,0.0,0.104,0.11666666666666667,0.054000000000000006,0.16666666666666666,0.0,0.0,0.0,0.01,0.01,554,-3.188338186666667,4.476402197570311,0.980021647630652,2
grilled fish tacos with chipotle lime dressing,0.29538461538461536,0.25,0.14333333333333334,0.2683333333333333,0.21457142857142852,0.12833333333333333,0.24,0.452,0.2222222222222222,0.2308,0.9166666666666666,0.189,0.16666666666666666,0.0,0.35,0.5,0.1475,0.2925,416,-2.431258070666666,4.424304442621584,0.7802604806770824,3
grilled lemon herb pork chops,0.15538461538461534,0.15,0.21666666666666667,0.17875,0.10142857142857142,0.005333333333333334,0.004,0.502,0.0,0.0014,0.08333333333333333,0.01,0.05555555555555555,0.6666666666666666,0.6,0.5,0.065,0.005,202,0.5949712013333335,4.393462788373101,0.9997997088779342,0
grilled peanut butter and jelly sandwich,0.19230769230769232,0.3,0.07333333333333332,0.17791666666666667,0.028,0.11833333333333332,0.068,0.106,0.2857142857142857,0.0502,0.016666666666666666,0.083,0.1111111111111111,0.0,0.2,0.0,0.0525,0.16,273,-4.206740709333332,4.262344757197289,0.936466673264181,1
grilled peanut chicken,0.08615384615384615,0.05,0.22333333333333333,0.10541666666666667,0.08,0.012,0.027999999999999997,0.54,0.031746031746031744,0.0248,0.03333333333333333,0.019,0.05555555555555555,0.0,0.85,0.0,0.0625,0.01,176,2.3050742093333323,4.47519782786229,0.9955478834121454,0
grilled pork tenderloin,0.05692307692307692,0.05,0.21666666666666667,0.3770833333333333,0.13485714285714287,0.05233333333333333,0.016,0.47,0.3492063492063492,0.02,0.0,0.013,0.05555555555555555,0.6666666666666666,0.55,0.5,0.08,0.0025,197,-0.2970504333333336,4.40921587009968,0.6134574832987003,0
grilled portobello mushrooms,0.2123076923076923,0.1,0.0,0.2454166666666667,0.1682857142857143,0.024333333333333332,0.084,0.062,0.09523809523809523,0.1168,0.4,0.014,0.05555555555555555,0.0,0.3,0.0,0.0375,0.0825,156,-2.161827917333334,4.351055365381392,0.9971640044393347,1
grilled rock lobster tails,0.9369230769230767,0.55,0.5633333333333334,0.8483333333333334,0.2277142857142857,0.014333333333333332,0.02,0.8859999999999999,0.0,0.199,0.06666666666666668,0.13699999999999998,0.05555555555555555,0.0,0.65,0.0,0.195,0.065,742,-7.705147119999999,4.54638928838625,0.9999999875395781,2
grilled sausage with potatoes and green beans,0.5907692307692307,0.7,0.26666666666666666,0.9591666666666666,0.17742857142857146,0.07100000000000001,0.18,0.5660000000000001,0.19047619047619047,0.1242,0.31666666666666665,0.078,0.1111111111111111,0.6666666666666666,0.5,0.5,0.12,0.11,544,-10.487737329333331,4.526923646771463,0.865704470009488,2
ground turkey casserole,0.4846153846153846,0.85,0.4833333333333333,0.23,0.07228571428571429,0.106,0.068,0.5379999999999999,0.06349206349206349,0.2248,0.08333333333333333,0.282,0.16666666666666666,0.0,0.45,0.0,0.1125,0.2575,516,-7.7351879573333315,4.599923952754934,0.6702460891855144,3
