recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,labels
a good easy garlic chicken,0.15538461538461534,0.3,0.3033333333333333,0.15333333333333332,0.094,0.0056666666666666645,0.008,0.552,0.031746031746031744,0.0704,0.03333333333333333,0.023,0.05555555555555555,0.0,0.95,0.5,0.0875,0.015,214,-0.3363655186666669,4.289473519254528,0.999101819708818,0
a jerky chicken,0.04153846153846154,0.05,0.22666666666666666,0.4091666666666667,0.11,0.045,0.012,0.57,0.31746031746031744,0.012,0.06666666666666668,0.032,0.05555555555555555,0.0,0.95,0.5,0.1075,0.02,197,0.25128944000000025,4.477107037871645,0.7969745495468167,0
acapulco chicken,0.21384615384615385,0.15,0.24,0.2645833333333333,0.212,0.07933333333333334,0.196,0.602,0.19047619047619047,0.4538,1.4333333333333331,0.064,0.16666666666666666,0.0,0.95,0.5,0.1475,0.105,333,-0.06661897733333334,4.2074890589802685,0.8763181840497751,3
actually delicious turkey burgers,0.14615384615384616,0.15,0.3,0.1475,0.08342857142857144,0.007666666666666665,0.008,0.418,0.0,0.0232,0.03333333333333333,0.023,0.1111111111111111,0.0,0.4,0.0,0.06,0.035,183,0.1855558839999996,4.453058454780338,0.999657111246629,0
adobo chicken with ginger,0.5276923076923077,0.5,0.5666666666666667,0.5679166666666666,0.15028571428571427,0.017666666666666667,0.02,0.884,0.0,0.0646,0.11666666666666667,0.048,0.16666666666666666,0.0,1.2,0.5,0.1475,0.0425,517,-4.196160614666666,4.344913498032918,0.9862831842635849,2
african chicken stew,0.5538461538461539,0.35,0.3333333333333333,0.25833333333333336,0.236,0.105,0.256,0.8740000000000001,0.12698412698412698,0.0826,0.26666666666666666,0.07200000000000001,0.2222222222222222,0.0,0.75,0.5,0.2925,0.2525,615,-1.4645437879999998,4.381516980036359,0.5722232386017698,2
aimees quick chicken,0.11076923076923076,0.15,0.27,0.7470833333333333,0.07285714285714286,0.029333333333333336,0.0,0.648,0.09523809523809523,0.0122,0.0,0.127,0.05555555555555555,0.0,0.85,0.0,0.095,0.015,242,-2.167525269333334,4.3605358047024705,0.9956668982669327,0
alaska salmon bake with pecan crunch coating,0.3446153846153846,0.3,0.3033333333333333,0.14708333333333334,0.11714285714285715,0.053,0.076,0.522,0.19047619047619047,0.0846,0.18333333333333326,0.04,0.05555555555555555,0.0,0.55,0.0,0.11,0.045,368,-1.5943362146666675,4.6230103672853025,0.7214834532990116,3
alfredo light,0.06307692307692307,0.05,0.02,0.15,0.07371428571428572,0.16833333333333333,0.14400000000000002,0.278,0.19047619047619047,0.097,0.4166666666666667,0.149,0.1111111111111111,0.0,0.25,0.0,0.095,0.3075,292,-0.6078066933333334,4.418334215013777,0.9991460219216077,1
alfredo mostaccioli,0.3892307692307693,0.75,0.2533333333333333,0.19458333333333333,0.051428571428571435,0.14133333333333334,0.08800000000000001,0.20600000000000002,0.06349206349206349,0.2892,0.16666666666666666,0.101,0.1111111111111111,0.0,0.2,0.0,0.085,0.3125,430,-8.406719529333335,4.379925604126169,0.7599151789024048,3
alice chicken,1.0692307692307692,1.15,0.5066666666666667,0.8229166666666666,0.24285714285714285,0.10633333333333334,0.024,0.9359999999999999,0.6349206349206349,0.1326,0.1,0.478,0.2222222222222222,0.0,1.2,0.5,0.135,0.065,930,-14.005775121333327,4.459410657442652,0.9999999999998543,2
almond crusted tilapia,0.3446153846153846,0.5,0.4966666666666666,0.24625,0.2762857142857143,0.03,0.076,0.938,0.031746031746031744,0.5858,0.8333333333333334,0.349,0.16666666666666666,0.0,0.5,0.5,0.25,0.18,424,-1.2029746373333339,4.420163055688148,0.9502298501709925,2
aloo phujia,0.2169230769230769,0.1,0.0,0.2470833333333333,0.202,0.08566666666666667,0.16,0.066,0.12698412698412698,0.14300000000000002,0.5666666666666667,0.03,0.05555555555555555,0.0,0.1,0.0,0.095,0.0875,235,-2.6299113400000005,4.3174856133919635,0.999991203177348,1
alysias basic meat lasagna,0.4830769230769231,0.7,0.43333333333333335,0.3929166666666667,0.118,0.11866666666666667,0.124,0.722,0.31746031746031744,0.249,0.25,0.5539999999999999,0.2222222222222222,0.0,0.5,0.0,0.115,0.165,567,-6.4740899533333325,4.2132534427647705,0.722844922577238,3
amatriciana,0.1153846153846154,0.1,0.04,0.2925,0.20657142857142852,0.3253333333333333,0.252,0.43,0.3809523809523809,0.0892,0.3,0.128,0.3333333333333333,0.0,0.5,0.0,0.21,0.6,529,-2.5872306960000007,4.324508856644147,0.9997802500193086,1
amazing chicken,0.42615384615384616,0.2,0.26,0.4479166666666667,0.05885714285714287,0.13633333333333333,0.08,0.6559999999999999,0.06349206349206349,0.0188,0.0,0.094,0.2222222222222222,0.0,0.8,0.5,0.0575,0.0125,548,-2.640188677333334,4.339280729660977,0.9493866493612981,3
amazing italian lemon butter chicken,0.6907692307692308,1.25,0.5166666666666667,0.275,0.11171428571428572,0.12466666666666665,0.11599999999999999,0.536,0.06349206349206349,0.303,0.21666666666666667,0.041,0.1111111111111111,0.0,0.75,0.0,0.11,0.2475,660,-12.28041697333333,4.220811606312471,0.9790852199618779,2
amazing pork tenderloin in the slow cooker,0.05692307692307692,0.05,0.21666666666666667,0.3825,0.12857142857142856,0.01933333333333333,0.02,0.49,0.031746031746031744,0.0004,0.03333333333333333,0.029,0.1111111111111111,0.6666666666666666,0.55,0.5,0.0875,0.005,180,0.3409487479999996,4.542305087669253,0.9927285376120342,0
amazing ribs,0.4553846153846154,0.55,0.39,0.43083333333333335,0.13942857142857146,0.11233333333333334,0.02,0.49,0.6984126984126984,0.048,0.016666666666666666,0.055,0.1111111111111111,0.0,0.45,0.0,0.0775,0.0125,524,-7.1337510733333325,4.435218667778205,0.5391782833549301,2
ambers sesame chicken,0.3,0.15,0.2733333333333333,0.13541666666666666,0.14485714285714285,0.09233333333333334,0.10400000000000001,0.7559999999999999,0.2222222222222222,0.0572,0.21666666666666667,0.147,0.2222222222222222,0.0,1.25,0.5,0.235,0.15,438,1.0420259639999998,4.454061403856588,0.9316430772531996,3
american chop suey ii,0.3384615384615385,0.4,0.22666666666666666,0.3104166666666667,0.2071428571428572,0.2836666666666666,0.14800000000000002,0.6,0.3809523809523809,0.1356,1.1,0.045,0.3333333333333333,0.6666666666666666,0.9,0.0,0.1825,0.595,664,-4.9572554280000025,4.589302539578278,0.5251732206505401,3
amish yumazuti,0.25384615384615383,0.3,0.32,0.2391666666666667,0.12828571428571428,0.153,0.11199999999999999,0.45,0.12698412698412698,0.0696,0.13333333333333333,0.099,0.2777777777777778,0.0,0.55,0.0,0.1375,0.3325,422,-3.102327348,4.610938774660222,0.9148909654419902,3
amys garlic egg chicken,0.4384615384615385,0.8,0.6066666666666667,0.6508333333333334,0.104,0.08199999999999999,0.08,0.75,0.06349206349206349,0.1474,0.05,0.316,0.16666666666666666,0.0,1.0,0.5,0.1225,0.105,508,-8.325380611999996,4.403445584954363,0.8324258728601094,2
angel hair pasta with garlic shrimp and broccoli,0.3061538461538461,0.5,0.4833333333333333,0.4745833333333334,0.12857142857142856,0.13166666666666665,0.136,0.486,0.12698412698412698,0.3258,0.4166666666666667,0.195,0.2222222222222222,0.0,0.45,0.0,0.1075,0.1925,431,-6.147376504000001,4.662447352915165,0.8714885170897675,3
angelas awesome enchiladas,0.5584615384615385,0.9,0.42,0.735,0.16857142857142854,0.175,0.17600000000000002,0.8440000000000001,0.12698412698412698,0.2844,0.31666666666666665,0.509,0.2777777777777778,0.0,0.9,0.0,0.17,0.2875,709,-10.038903505333334,4.2193422994825305,0.9754377715159813,2
angelas easy breaded chicken,0.3292307692307692,0.2,0.23,0.8766666666666667,0.1337142857142857,0.15733333333333335,0.11599999999999999,0.718,0.25396825396825395,0.0324,0.05,0.126,0.2222222222222222,0.0,1.2,0.5,0.155,0.19,531,-4.780345245333335,4.309184798178887,0.7721865535095863,3
annas amazing easy pleasy meatballs over buttered noodles,0.3923076923076923,0.55,0.4933333333333334,0.24625,0.13,0.12833333333333333,0.08,0.518,0.06349206349206349,0.0672,0.016666666666666666,0.094,0.2222222222222222,0.0,0.2,0.0,0.1225,0.2525,492,-5.308268335999999,4.284544320174511,0.8660778781936332,3
apple pork chops,0.1753846153846154,0.1,0.12,0.13166666666666665,0.09171428571428572,0.060666666666666674,0.08,0.29600000000000004,0.4761904761904762,0.0082,0.08333333333333333,0.028,0.05555555555555555,0.0,0.25,0.0,0.0425,0.02,232,-0.6740675826666667,4.252250517314982,0.4805093855502216,1
apple stuffed chicken breast,0.07846153846153846,0.15,0.15333333333333332,0.05,0.055142857142857146,0.016333333333333342,0.02,0.3,0.06349206349206349,0.0468,0.05,0.045,0.05555555555555555,0.0,0.5,0.0,0.055,0.02,139,0.3587871826666667,4.486576285274345,0.9481682978533797,0
army sos creamed ground beef,0.16615384615384615,0.25,0.17666666666666667,0.21583333333333327,0.08714285714285715,0.028333333333333325,0.008,0.326,0.12698412698412698,0.0348,0.0,0.115,0.1111111111111111,0.0,0.3,0.0,0.055,0.0475,201,-1.8435735906666664,4.668153250576265,0.9357727690442288,0
artichoke and sun dried tomato chicken,0.1,0.05,0.22666666666666666,0.3608333333333333,0.11714285714285715,0.038,0.136,0.61,0.0,0.127,0.25,0.033,0.05555555555555555,0.0,0.95,0.5,0.11,0.035,228,1.072625906666666,4.3709923534834685,0.9068541874878517,0
artichoke chicken,0.6138461538461538,0.4,0.32,0.5104166666666666,0.06485714285714286,0.04466666666666667,0.152,0.688,0.031746031746031744,0.1156,0.2333333333333333,0.181,0.05555555555555555,0.0,0.85,0.5,0.0725,0.0175,548,-4.2811084946666655,4.4776221618925724,0.6298302045971149,3
asian beef skewers,0.07538461538461537,0.1,0.08333333333333333,0.3383333333333333,0.06342857142857143,0.02233333333333333,0.02,0.294,0.09523809523809523,0.0106,0.016666666666666666,0.02,0.05555555555555555,0.0,0.3,0.0,0.0475,0.0275,135,-0.9993254280000008,4.594912479982815,0.9155868413588374,0
asian beef with snow peas,0.15384615384615385,0.15,0.13,0.29625,0.098,0.03233333333333333,0.06,0.32,0.19047619047619047,0.0132,0.43333333333333335,0.034,0.16666666666666666,0.0,0.3,0.0,0.08,0.0575,203,-1.4387701493333331,4.251365184132924,0.6378428871453686,0
asian glazed chicken thighs,0.4646153846153846,0.35,0.4733333333333333,0.7716666666666666,0.12714285714285714,0.08866666666666667,0.032,0.812,0.6984126984126984,0.0976,0.06666666666666668,0.036000000000000004,0.16666666666666666,0.0,0.9,0.5,0.1175,0.0425,544,-5.442492154666667,4.529725694052754,0.976820298503187,2
authentic enchiladas verdes,0.38461538461538464,0.35,0.28,0.56,0.24742857142857144,0.163,0.32799999999999996,0.742,0.2222222222222222,0.2886,0.38333333333333336,0.278,0.16666666666666666,0.0,0.95,0.5,0.2975,0.0975,559,-3.936443401333334,4.633472328939916,0.8492678674956328,2
awesome baked sea scallops,0.4646153846153846,0.6,0.19333333333333333,0.16791666666666666,0.11771428571428573,0.09933333333333333,0.12,0.304,0.09523809523809523,0.2192,0.5166666666666667,0.107,0.1111111111111111,0.0,0.3,0.0,0.145,0.14,440,-6.161246929333331,4.3644834909295565,0.963281720590799,3
awesome grilled cheese sandwiches,0.2492307692307693,0.5,0.14333333333333334,0.23041666666666666,0.02257142857142857,0.08566666666666667,0.048,0.218,0.06349206349206349,0.0884,0.0,0.281,0.1111111111111111,0.0,0.2,0.0,0.05,0.1525,293,-5.361621358666667,4.510478943947491,0.9708899293230692,0
awesome honey pecan pork chops,0.4723076923076923,0.55,0.3333333333333333,0.0425,0.172,0.101,0.044000000000000004,0.612,0.5714285714285714,0.038,0.016666666666666666,0.017,0.1111111111111111,0.6666666666666666,0.7,0.5,0.1025,0.0975,518,-3.776690273333332,4.546464456211863,0.5845208907397114,2
awesome roast beef,0.2476923076923077,0.25,0.2933333333333333,0.2741666666666667,0.14,0.011,0.0,0.706,0.031746031746031744,0.0026,0.0,0.011,0.16666666666666666,0.0,0.55,0.0,0.075,0.035,308,-0.0766718880000003,4.5107095033901725,0.9897114640992213,0
awesome slow cooker pot roast,0.3646153846153846,0.45,0.4233333333333333,0.26625,0.21942857142857145,0.016333333333333342,0.004,0.912,0.031746031746031744,0.003,0.0,0.02,0.2777777777777778,0.0,0.85,0.5,0.125,0.045,426,-1.0614498066666676,4.593858103414854,0.7322250926583029,2
baby back ribs,0.5753846153846154,0.7,0.5666666666666667,0.6695833333333333,0.2257142857142857,0.15233333333333335,0.032,0.8640000000000001,1.0476190476190477,0.0638,0.016666666666666666,0.08800000000000001,0.1111111111111111,0.6666666666666666,0.95,0.5,0.1275,0.03,697,-8.79897177733333,4.367683074386001,0.9999999469458466,2
bacon mushroom swiss meatloaf,0.8384615384615385,1.1,0.59,0.2845833333333333,0.16285714285714287,0.038,0.016,0.7659999999999999,0.09523809523809523,0.08800000000000001,0.05,0.271,0.2777777777777778,0.0,0.85,0.5,0.115,0.1125,696,-9.634963606666664,4.213500957910542,0.9999776177156464,2
bacon risotto,0.3307692307692308,0.55,0.18666666666666668,0.6016666666666667,0.05085714285714287,0.246,0.064,0.318,0.06349206349206349,0.077,0.05,0.081,0.05555555555555555,0.0,0.2,0.0,0.03,0.0175,557,-9.202247093333332,4.467003830612281,0.9778679071342528,3
bacon roasted chicken,0.4923076923076923,0.55,0.51,0.2970833333333333,0.15542857142857142,0.008,0.027999999999999997,0.932,0.031746031746031744,0.7516,0.016666666666666666,0.039,0.16666666666666666,0.0,0.8,0.5,0.1075,0.0375,495,-2.4059661746666654,4.4811851888577445,0.875330094227737,2
bacon roasted chicken with potatoes,0.42615384615384616,0.4,0.5166666666666667,0.4058333333333333,0.2908571428571429,0.08199999999999999,0.156,0.9640000000000001,0.06349206349206349,0.071,0.4166666666666667,0.071,0.2222222222222222,0.0,1.05,0.5,0.1825,0.0875,548,-1.8878924799999992,4.491758209520646,0.8464141201440202,2
bacon wrapped chicken,0.78,0.8,0.4566666666666666,0.4420833333333333,0.138,0.029666666666666668,0.0,0.7140000000000001,0.06349206349206349,0.1394,0.03333333333333333,0.086,0.1111111111111111,0.0,1.05,0.5,0.1125,0.035,638,-7.945695572000001,4.3495144998510025,0.9982160945316415,2
bacon wrapped hamburgers,0.3046153846153846,0.4,0.3333333333333333,0.3508333333333333,0.09828571428571428,0.08133333333333333,0.052000000000000005,0.48200000000000004,0.06349206349206349,0.0378,0.016666666666666666,0.17,0.16666666666666666,0.0,0.5,0.0,0.0725,0.135,378,-4.010704230666666,4.460987235383466,0.726833521733923,3
bacon wrapped pork medallions,0.3923076923076923,0.45,0.44333333333333336,0.3204166666666667,0.20285714285714285,0.008,0.02,0.846,0.031746031746031744,0.059,0.016666666666666666,0.03,0.1111111111111111,0.6666666666666666,0.95,0.5,0.12,0.005,417,-1.8165017533333327,4.561585205533,0.693241369137567,2
baingan bharta eggplant curry,0.12307692307692307,0.05,0.006666666666666667,0.3079166666666667,0.15971428571428573,0.050666666666666665,0.248,0.08,0.25396825396825395,0.1192,0.2,0.093,0.05555555555555555,0.0,0.1,0.0,0.095,0.125,146,-1.8318529293333337,4.330354313884529,0.9999972854984237,1
baked bar be que chicken,0.4415384615384616,0.4,0.4733333333333333,0.3466666666666667,0.1422857142857143,0.07766666666666668,0.02,0.706,0.5396825396825397,0.0824,0.06666666666666668,0.029,0.1111111111111111,0.0,1.0,0.5,0.115,0.0325,504,-3.640753745333333,4.468630087843094,0.5887487431241817,3
baked chicken nuggets,0.2938461538461539,0.55,0.27,0.41208333333333336,0.06771428571428571,0.048666666666666664,0.055999999999999994,0.386,0.031746031746031744,0.1266,0.03333333333333333,0.142,0.1111111111111111,0.0,0.6,0.0,0.08,0.075,308,-5.806251508,4.445683922544802,0.5436802255740172,3
baked chicken with peaches,0.04307692307692308,0.05,0.22333333333333333,0.028333333333333325,0.07457142857142858,0.101,0.0,0.4920000000000001,0.9523809523809524,0.0038,0.38333333333333336,0.041,0.05555555555555555,0.0,0.8,0.0,0.0675,0.01,248,1.0858281893333332,4.388785986544245,0.9999851174057869,1
baked haddock,0.2415384615384616,0.45,0.3433333333333333,0.6520833333333333,0.13485714285714287,0.05666666666666665,0.036000000000000004,0.5539999999999999,0.09523809523809523,0.1062,0.0,0.189,0.1111111111111111,0.0,0.55,0.0,0.15,0.0975,325,-5.4411333226666665,4.547866675683798,0.8174402209674323,3
baked honey mustard chicken,0.05692307692307692,0.05,0.22333333333333333,0.12333333333333335,0.07542857142857143,0.08266666666666668,0.04,0.512,0.7301587301587301,0.0516,0.016666666666666666,0.032,0.05555555555555555,0.0,0.8,0.5,0.0875,0.015,232,0.968516992,4.65179828575753,0.9909282514125456,1
baked mushroom thighs,0.5030769230769231,0.55,0.46,0.3616666666666667,0.14342857142857146,0.09666666666666666,0.052000000000000005,0.78,0.19047619047619047,0.1126,0.0,0.16699999999999998,0.2222222222222222,0.0,0.9,0.0,0.1275,0.11,575,-4.595351021333334,4.253712015735042,0.7427814533170866,3
baked parmesan crusted chicken,0.4307692307692308,0.8,0.43333333333333335,0.25583333333333336,0.07457142857142858,0.04666666666666667,0.04,0.562,0.031746031746031744,0.1714,0.05,0.114,0.1111111111111111,0.0,0.85,0.0,0.0875,0.0625,423,-6.566069398666666,4.3818661207235206,0.4650457459148671,0
baked penne with italian sausage,0.5153846153846153,0.65,0.2733333333333333,0.7141666666666666,0.25857142857142856,0.19733333333333333,0.204,0.62,0.4444444444444444,0.2532,0.31666666666666665,0.35700000000000004,0.2777777777777778,0.6666666666666666,0.55,0.0,0.185,0.0625,664,-9.266060849333334,4.507496107549828,0.9873303129233464,2
baked salmon ii,0.7984615384615384,0.4,0.25,0.5145833333333333,0.19,0.009666666666666669,0.027999999999999997,0.726,0.0,0.07400000000000001,0.15,0.08900000000000001,0.1111111111111111,0.0,0.85,0.5,0.1325,0.045,613,-4.477949286666666,4.364761360869256,0.9877944028406017,2
baked scallops,0.2923076923076923,0.45,0.2933333333333333,0.23541666666666666,0.1677142857142857,0.052000000000000005,0.036000000000000004,0.626,0.031746031746031744,0.156,0.1,0.132,0.05555555555555555,0.0,0.4,0.0,0.2525,0.1025,363,-2.486394613333334,4.280824897582241,0.5533279946873583,3
baked sesame chicken,0.2015384615384616,0.25,0.2733333333333333,0.29041666666666666,0.07742857142857143,0.01966666666666667,0.052000000000000005,0.542,0.0,0.0392,0.0,0.105,0.16666666666666666,0.0,0.85,0.5,0.1475,0.05,252,-0.9729771959999995,4.6635242276339275,0.9842845604500795,0
baked slow cooker chicken,0.4384615384615385,0.4,0.4733333333333333,0.05541666666666667,0.10457142857142857,0.0006666666666666668,0.004,0.7040000000000001,0.0,0.093,0.05,0.021,0.1111111111111111,0.0,0.95,0.5,0.0975,0.03,408,-0.7804905066666663,4.201676456719682,0.9920187876093557,0
baked soy lemon chops,0.10307692307692308,0.1,0.21666666666666667,0.78625,0.13114285714285714,0.016999999999999998,0.016,0.542,0.031746031746031744,0.0012,0.08333333333333333,0.022,0.1111111111111111,0.6666666666666666,0.65,0.5,0.1,0.015,193,-2.369311256,4.348961663331643,0.9872697553193741,0
baked spaghetti,0.5169230769230769,0.85,0.5,0.5208333333333334,0.21,0.2063333333333333,0.196,0.85,0.4126984126984127,0.2392,0.05,0.5660000000000001,0.2222222222222222,0.6666666666666666,0.95,0.0,0.2025,0.43,728,-8.697123029333332,4.527007701202987,0.9942774024141267,2
baked teriyaki chicken,0.15076923076923074,0.15,0.2833333333333333,0.5341666666666667,0.07771428571428571,0.06633333333333333,0.008,0.494,0.5396825396825397,0.0118,0.0,0.017,0.1111111111111111,0.0,0.55,0.0,0.08,0.025,272,-2.645835850666668,4.417496833744715,0.5123384207457682,3
balsamic chicken,0.07538461538461537,0.05,0.22,0.032916666666666664,0.09,0.03266666666666667,0.008,0.528,0.2857142857142857,0.01,0.03333333333333333,0.026,0.05555555555555555,0.0,0.9,0.5,0.0825,0.015,194,2.3052205333333333,4.424141739386374,0.9568234634241841,0
balsamic glazed salmon fillets,0.2384615384615385,0.15,0.28,0.07125,0.15428571428571428,0.021666666666666667,0.0,0.57,0.15873015873015872,0.017,0.11666666666666667,0.028,0.05555555555555555,0.0,0.8,0.5,0.1025,0.0925,288,1.02901854,4.23524657652133,0.9981430916991224,0
balsamic roasted pork loin,0.36,0.25,0.18333333333333326,0.305,0.086,0.010333333333333332,0.004,0.366,0.06349206349206349,0.0012,0.016666666666666666,0.032,0.05555555555555555,0.6666666666666666,0.4,0.0,0.0475,0.01,299,-2.6261962560000014,4.692304397375239,0.9916944365361,0
barbecue beef cups,0.2646153846153846,0.3,0.15333333333333332,0.3641666666666667,0.08114285714285714,0.108,0.024,0.33,0.31746031746031744,0.026,0.016666666666666666,0.092,0.1111111111111111,0.0,0.35,0.0,0.06,0.0975,353,-4.305630213333332,4.416293375355754,0.8368193351495854,3
barbecue ribs,0.4646153846153846,0.55,0.4,0.29791666666666666,0.1397142857142857,0.077,0.008,0.598,0.6349206349206349,0.0174,0.15,0.076,0.16666666666666666,0.0,0.6,0.0,0.08,0.0175,504,-5.351281211999999,4.5826474286797305,0.6753020663628505,2
barbecued beef,0.2492307692307693,0.3,0.21666666666666667,0.23416666666666666,0.08914285714285715,0.045,0.004,0.374,0.3809523809523809,0.0564,0.08333333333333333,0.019,0.1111111111111111,0.0,0.3,0.0,0.0475,0.0225,276,-2.7783365320000013,4.641887218272959,0.7514922730473645,0
barbeque beef casserole,0.2307692307692308,0.25,0.16,0.5133333333333333,0.09028571428571427,0.17400000000000002,0.068,0.374,0.3809523809523809,0.09,0.21666666666666667,0.16,0.2222222222222222,0.0,0.3,0.0,0.0525,0.1225,420,-4.986549200000002,4.554052686396664,0.9046717035414952,3
barbeque chicken,0.1123076923076923,0.1,0.14333333333333334,0.12708333333333333,0.042857142857142864,0.016999999999999998,0.004,0.23399999999999999,0.12698412698412698,0.0358,0.03333333333333333,0.014,0.05555555555555555,0.0,0.25,0.0,0.03,0.01,135,-0.28028647066666706,4.462864639248691,0.9230873228152339,0
barbeque halibut steaks,0.1723076923076923,0.25,0.23,0.14083333333333334,0.206,0.035,0.008,0.64,0.2857142857142857,0.09,0.05,0.087,0.1111111111111111,0.0,0.75,0.5,0.325,0.045,275,0.2761036333333334,4.166484517086864,0.6526445988033236,0
barbeque pork two ways,0.2092307692307692,0.25,0.18666666666666668,0.40208333333333335,0.15114285714285713,0.08233333333333333,0.016,0.316,0.6984126984126984,0.1144,0.18333333333333326,0.045,0.1111111111111111,0.0,0.3,0.0,0.065,0.0275,279,-4.120649572,4.679705482376692,0.7513946150512929,3
barbequed marinated flank steak,0.4276923076923077,0.3,0.15666666666666668,0.27625,0.11657142857142858,0.03233333333333333,0.004,0.496,0.2857142857142857,0.0,0.0,0.034,0.1111111111111111,0.0,0.55,0.5,0.075,0.0375,388,-2.649947666666668,4.550551500004591,0.6209816865639944,0
barlows blackened catfish,0.4584615384615385,0.4,0.24,1.0325,0.104,0.028333333333333325,0.027999999999999997,0.348,0.15873015873015872,0.1242,0.03333333333333333,0.023,0.1111111111111111,0.0,0.25,0.0,0.075,0.02,368,-9.055286496,4.4756107985459535,0.5410847265823344,2
basil chicken over angel hair,0.16615384615384615,0.15,0.19,0.22333333333333333,0.15657142857142858,0.126,0.14800000000000002,0.568,0.15873015873015872,0.2312,0.2833333333333333,0.087,0.16666666666666666,0.0,0.65,0.0,0.085,0.1625,362,-0.2760294893333336,4.2702639293027564,0.869049428919245,3
basil shrimp,0.15692307692307692,0.2,0.8133333333333334,0.1775,0.06885714285714285,0.008,0.016,0.5,0.0,0.1098,0.13333333333333333,0.056,0.2222222222222222,0.0,0.45,0.0,0.1075,0.02,206,-0.5563335906666665,4.539399685243343,0.9995617277371223,0
bbq chicken calzones,0.2876923076923077,0.3,0.3566666666666667,0.5779166666666666,0.10571428571428572,0.16666666666666666,0.055999999999999994,0.9059999999999999,0.4761904761904762,0.084,0.016666666666666666,0.244,0.16666666666666666,0.0,0.85,0.0,0.0975,0.0225,565,-2.9856455866666662,4.334865502202545,0.6339400386118071,3
bbq chicken pizza i,0.15846153846153846,0.25,0.17666666666666667,0.3304166666666667,0.06371428571428571,0.16666666666666666,0.06,0.446,0.6984126984126984,0.0856,0.03333333333333333,0.129,0.05555555555555555,0.0,0.3,0.0,0.0575,0.025,378,-3.3875090946666666,4.309453109561601,0.5953938290282789,1
bbq chicken pizza ii,0.2461538461538461,0.4,0.16,0.4554166666666667,0.04857142857142857,0.21166666666666667,0.10800000000000001,0.52,0.3492063492063492,0.1262,0.3333333333333333,0.221,0.05555555555555555,0.0,0.2,0.0,0.045,0.0325,493,-5.3077089226666665,4.656123825721674,0.9550265251004257,3
bbq country style ribs,0.4723076923076923,0.55,0.59,0.5116666666666667,0.2111428571428572,0.13066666666666668,0.064,0.914,0.8253968253968254,0.0508,0.3,0.086,0.16666666666666666,0.6666666666666666,0.9,0.5,0.135,0.01,625,-5.513193503999998,4.405876207484352,0.998872803293739,2
bbq glazed homemade meatballs,0.15692307692307692,0.2,0.18333333333333326,0.20166666666666666,0.09057142857142857,0.101,0.044000000000000004,0.252,0.7619047619047619,0.0878,0.06666666666666668,0.07200000000000001,0.1111111111111111,0.0,0.25,0.0,0.0725,0.0325,259,-2.8602378973333336,4.5894137863943785,0.8701206892708504,1
bbq pork for sandwiches,0.2784615384615385,0.35,0.2766666666666667,0.2595833333333333,0.15542857142857142,0.050666666666666665,0.012,0.604,0.3492063492063492,0.0214,0.016666666666666666,0.013,0.05555555555555555,0.6666666666666666,0.55,0.0,0.0625,0.015,355,-2.1314042320000013,4.665772801265317,0.7954463976399586,3
beckis oven barbecue chicken,0.3538461538461539,0.45,0.3133333333333333,0.3320833333333333,0.12342857142857146,0.09366666666666668,0.016,0.386,0.7936507936507936,0.163,0.15,0.05,0.1111111111111111,0.0,0.5,0.0,0.085,0.03,391,-5.787730606666669,4.400675928731928,0.7969322785537113,3
beef bulgogi,0.20307692307692307,0.15,0.09,0.4820833333333333,0.07685714285714286,0.04133333333333333,0.04,0.324,0.25396825396825395,0.0128,0.05,0.068,0.1111111111111111,0.0,0.35,0.0,0.0975,0.04,232,-2.831351730666668,4.60709148842369,0.5710542059317996,0
beef nacho casserole,0.5169230769230769,0.7,0.32666666666666666,0.47,0.14114285714285715,0.07966666666666666,0.1,0.522,0.25396825396825395,0.1558,0.03333333333333333,0.344,0.16666666666666666,0.0,0.4,0.0,0.13,0.0925,497,-7.815493737333332,4.246434029890338,0.8124920290395435,3
beef pot roast,0.6446153846153846,0.85,0.5366666666666666,0.18583333333333327,0.184,0.005333333333333334,0.012,0.7879999999999999,0.031746031746031744,0.0006,0.016666666666666666,0.028,0.2777777777777778,0.0,0.6,0.5,0.1,0.035,551,-5.721326961333332,4.453995233667262,0.9907383167041068,2
beef stroganoff iii,0.3538461538461539,0.6,0.2766666666666667,0.2579166666666667,0.06085714285714286,0.019,0.036000000000000004,0.332,0.031746031746031744,0.0976,0.03333333333333333,0.033,0.1111111111111111,0.0,0.25,0.0,0.0475,0.0525,304,-5.608010987999999,4.393311921810701,0.941354669118177,0
beef tenderloin with roasted shallots,0.7784615384615385,1.0,0.44,0.26875,0.224,0.03966666666666667,0.024,0.632,0.06349206349206349,0.1884,0.1,0.051,0.2777777777777778,0.0,0.6,0.5,0.125,0.0875,653,-9.120724358666667,4.493089063242241,0.9992084256874805,2
beef tips,0.5415384615384616,0.6,0.44,0.57,0.18600000000000005,0.025,0.024,0.85,0.06349206349206349,0.0022,0.05,0.042,0.2777777777777778,0.0,0.7,0.5,0.115,0.0425,526,-5.274272302666668,4.432012217248867,0.9699712204368849,2
